ImpressionID,CampaignName,AdvertiserName,PublisherName,AdFormat,DeviceType,EventTime,EventType,Revenue,Cost,PixelFired,CreativeID
SIMP2014213,Retargeting,Acme Corp,FashionMag,richmedia,Mobile,2024-05-16 07:53:40.248179,impression,0.0,0.7676,N,CR7898
SIMP2014214,Prospect_Camp,Marketify,FashionMag,native,Mobile,2024-10-23 06:02:32.248179,impression,0.0,1.3984,Y,CR4206
SIMP2014215,Prospect_Camp,BlueSky,SportsDaily,richmedia,Tablet,2024-11-01 18:44:00.248179,impression,0.0,0.6486,Y,CR4637
SIMP2014216,Retargeting,Globex,MovieHub,banner,Tablet,2025-01-13 05:27:08.248179,impression,0.0,1.8834,Y,CR4328
SIMP2014217,Retargeting,OmniAds,MovieHub,native,Mobile,2024-07-28 07:44:58.248179,impression,0.0,0.8472,Y,CR3457
SIMP2014218,AppInstall,OmniAds,FashionMag,richmedia,Mobile,2025-03-12 12:15:02.248179,click,42.54,0.2685,N,CR3804
SIMP2014219,Video_Boost,Marketify,TechForum,interstitial,Desktop,2024-07-25 22:12:20.248179,click,42.75,0.0998,Y,CR4115
SIMP2014220,Retargeting,Marketify,SportsDaily,richmedia,Mobile,2024-12-12 23:10:14.248179,impression,0.0,0.0688,Y,CR6828
SIMP2014221,AppInstall,Globex,NewsToday,video,Tablet,2023-11-13 21:51:41.248179,click,41.8,1.5022,N,CR5196
SIMP2014222,Prospect_Camp,Adverto,CookingBlog,native,Desktop,2025-09-26 17:19:41.248179,impression,0.0,1.1037,N,CR4430
SIMP2014223,Retargeting,OmniAds,FashionMag,banner,Mobile,2024-03-27 08:05:32.248179,click,30.2,0.2391,Y,CR9475
SIMP2014224,BrandAwareness,Innotech,MovieHub,interstitial,Mobile,2025-04-23 14:35:05.248179,impression,0.0,1.6025,Y,CR1188
SIMP2014225,NewLaunch,Acme Corp,NewsToday,video,Tablet,2023-11-08 17:46:22.248179,impression,0.0,0.897,N,CR1369
SIMP2014226,NewLaunch,Globex,MovieHub,banner,Mobile,2025-01-18 05:38:24.248179,impression,0.0,1.6782,Y,CR5841
SIMP2014227,NewLaunch,Globex,MovieHub,banner,Mobile,2025-09-29 20:43:29.248179,impression,0.0,1.9416,Y,CR7120
SIMP2014228,AppInstall ,Acme Corp,CookingBlog,video,Mobile,2024-08-15 03:51:02.248179,impression,0.0,0.0935,Y,CR5744
SIMP2014229,BrandAwareness ,BlueSky,NewsToday,video,Desktop,2023-11-30 16:33:23.248179,impression,0.0,0.8031,N,CR2578
SIMP2014230,Summer_Sale,OmniAds,CookingBlog,banner,Tablet,2025-05-14 02:42:27.248179,impression,0.0,0.8188,N,CR3962
SIMP2014231,Retargeting,Marketify,MovieHub,banner,Desktop,2025-03-31 05:28:17.248179,impression,0.0,0.3905,Y,CR4268
SIMP2014232,Retargeting,OmniAds,SportsDaily,interstitial,Tablet,2024-05-13 16:01:40.248179,impression,0.0,1.7123,N,CR3406
SIMP2014233,Summer_Sale,Acme Corp,TechForum,richmedia,Desktop,2025-07-10 20:39:35.248179,impression,0.0,0.6684,Y,CR6272
SIMP2014234,Retargeting,Marketify,NewsToday,native,Tablet,2024-05-05 20:54:50.248179,impression,0.0,1.7409,Y,CR7406
SIMP2014235,Prospect_Camp,Marketify,SportsDaily,banner,Mobile,2023-12-07 14:33:50.248179,impression,0.0,0.1988,N,CR8571
SIMP2014236,Holiday Promo,OmniAds,CookingBlog,richmedia,Tablet,2024-10-04 15:54:24.248179,impression,0.0,0.351,N,CR3919
SIMP2014237,AppInstall,Adverto,TechForum,native,Tablet,2025-09-19 11:19:06.248179,impression,0.0,0.6399,Y,CR2344
SIMP2014238,Holiday Promo,Adverto,CookingBlog,video,Desktop,2024-06-03 20:27:16.248179,impression,0.0,0.7313,N,CR6341
SIMP2014239,Prospect_Camp,Adverto,SportsDaily,video,Mobile,2025-01-27 04:18:11.248179,impression,0.0,0.274,Y,CR6762
SIMP2014240,Prospect_Camp,Innotech,CookingBlog,video,Mobile,2024-04-07 00:42:39.248179,impression,0.0,1.3734,Y,CR4870
SIMP2014241,Summer_Sale,Innotech,MovieHub,richmedia,Mobile,2024-01-18 00:48:18.248179,impression,0.0,1.9723,Y,CR2829
SIMP2014242,NewLaunch ,Marketify,CookingBlog,interstitial,Tablet,2024-08-18 22:17:41.248179,impression,0.0,0.9123,Y,CR6883
SIMP2014243,Retargeting,Innotech,NewsToday,banner,Desktop,2024-08-15 15:17:06.248179,impression,0.0,1.6082,N,CR6239
SIMP2014244,Holiday Promo,BlueSky,MovieHub,video,Desktop,2025-07-31 15:45:09.248179,impression,0.0,1.1349,Y,CR2896
SIMP2014245,Prospect_Camp,Adverto,TechForum,richmedia,Desktop,2025-07-26 07:38:55.248179,impression,0.0,0.7175,N,CR5727
SIMP2014246,AppInstall,Marketify,NewsToday,banner,Desktop,2025-01-04 04:05:56.248179,impression,0.0,1.3579,Y,CR1995
SIMP2014247,Video_Boost,Innotech,CookingBlog,interstitial,Mobile,2024-05-19 01:01:25.248179,impression,0.0,1.7818,N,CR3330
SIMP2014248,AppInstall ,OmniAds,TechForum,banner,Desktop,2025-03-31 00:30:05.248179,click,17.05,1.034,Y,CR9358
SIMP2014249,Video_Boost ,OmniAds,NewsToday,video,Desktop,2025-08-02 19:43:41.248179,conversion,41.75,1.5255,Y,CR1414
SIMP2014250,BrandAwareness,Adverto,MovieHub,banner,Desktop,2024-10-22 09:05:47.248179,impression,0.0,0.162,Y,CR6779
SIMP2014251,NewLaunch,Innotech,CookingBlog,native,Desktop,2025-03-09 07:35:31.248179,impression,0.0,1.5694,N,CR6863
SIMP2014252,Holiday Promo,BlueSky,TechForum,video,Desktop,2025-10-08 05:57:29.248179,impression,0.0,1.6342,Y,CR9876
SIMP2014253,Video_Boost,BlueSky,CookingBlog,banner,Desktop,2025-08-02 09:07:28.248179,impression,0.0,1.318,N,CR6755
SIMP2014254,NewLaunch,BlueSky,MovieHub,video,Mobile,2025-02-27 14:55:20.248179,impression,0.0,0.2475,N,CR6195
SIMP2014255,Prospect_Camp,BlueSky,NewsToday,native,Desktop,2025-10-10 11:13:05.248179,impression,0.0,1.9316,N,CR7647
SIMP2014256,Holiday Promo,Innotech,FashionMag,video,Desktop,2023-11-26 22:33:54.248179,click,2.11,0.6142,N,CR3251
SIMP2014257,Retargeting,Marketify,TechForum,video,Mobile,2023-12-12 13:35:01.248179,impression,0.0,0.9085,N,CR9656
SIMP2014258,Prospect_Camp,Innotech,MovieHub,native,Tablet,2024-09-09 03:28:56.248179,impression,0.0,1.4003,N,CR7066
SIMP2014259,BrandAwareness,BlueSky,NewsToday,richmedia,Tablet,2025-09-23 01:26:38.248179,impression,0.0,0.4613,N,CR7221
SIMP2014260,Prospect_Camp ,Marketify,FashionMag,banner,Tablet,2025-09-05 03:36:31.248179,click,11.19,1.4353,N,CR3299
SIMP2014261,NewLaunch ,Globex,TechForum,native,Mobile,2025-02-24 16:56:56.248179,impression,0.0,0.9543,Y,CR7000
SIMP2014262,Summer_Sale,OmniAds,CookingBlog,native,Mobile,2023-12-27 13:05:51.248179,impression,0.0,1.5657,N,CR5490
SIMP2014263,BrandAwareness,Adverto,NewsToday,interstitial,Mobile,2024-05-01 07:08:58.248179,impression,0.0,1.3595,Y,CR8495
SIMP2014264,Holiday Promo,Innotech,NewsToday,video,Mobile,2024-01-03 03:51:18.248179,impression,0.0,1.8556,N,CR8061
SIMP2014265,Holiday Promo,Innotech,SportsDaily,native,Desktop,2025-03-05 17:56:23.248179,impression,0.0,0.2232,N,CR1900
SIMP2014266,BrandAwareness ,Adverto,MovieHub,video,Mobile,2024-02-21 20:04:37.248179,impression,0.0,1.0195,Y,CR8792
SIMP2014267,Prospect_Camp,Acme Corp,NewsToday,interstitial,Tablet,2025-10-13 22:24:53.248179,impression,0.0,1.0039,N,CR6134
SIMP2014268,Summer_Sale,Innotech,FashionMag,interstitial,Desktop,2025-06-19 10:24:37.248179,impression,0.0,1.6487,Y,CR9141
SIMP2014269,Retargeting,Acme Corp,SportsDaily,video,Mobile,2025-09-22 20:32:23.248179,impression,0.0,1.1501,Y,CR8723
SIMP2014270,Summer_Sale,OmniAds,MovieHub,richmedia,Mobile,2024-12-28 08:57:19.248179,impression,0.0,0.1676,N,CR5870
SIMP2014271,Prospect_Camp,Acme Corp,CookingBlog,richmedia,Tablet,2024-05-24 06:24:37.248179,click,43.41,1.7328,N,CR9433
SIMP2014272,BrandAwareness,Globex,SportsDaily,banner,Tablet,2025-05-17 12:06:44.248179,impression,0.0,1.0293,Y,CR9372
SIMP2014273,Holiday Promo,Innotech,CookingBlog,native,Mobile,2024-07-27 12:35:55.248179,impression,0.0,0.6083,Y,CR9821
SIMP2014274,Holiday Promo,Globex,NewsToday,richmedia,Tablet,2025-09-25 15:19:07.248179,impression,0.0,1.5594,Y,CR7234
SIMP2014275,NewLaunch,BlueSky,SportsDaily,interstitial,Desktop,2025-05-04 17:43:08.248179,impression,0.0,0.3767,N,CR2224
SIMP2014276,Video_Boost ,OmniAds,NewsToday,video,Tablet,2024-06-30 22:59:17.248179,click,18.23,1.8528,N,CR6615
SIMP2014277,AppInstall,Globex,FashionMag,native,Tablet,2025-06-09 14:32:15.248179,impression,0.0,0.8596,N,CR5735
SIMP2014278,Video_Boost ,OmniAds,CookingBlog,native,Tablet,2024-01-20 00:00:04.248179,impression,0.0,0.0299,N,CR1132
SIMP2014279,AppInstall,Globex,TechForum,interstitial,Desktop,2024-05-19 15:36:18.248179,click,21.7,1.1149,N,CR2370
SIMP2014280,Holiday Promo,Innotech,MovieHub,native,Tablet,2025-10-18 20:13:10.248179,impression,0.0,0.7781,Y,CR3230
SIMP2014281,Summer_Sale,Marketify,FashionMag,native,Mobile,2024-10-22 09:37:37.248179,impression,0.0,1.6088,N,CR5862
SIMP2014282,Video_Boost,Innotech,MovieHub,richmedia,Mobile,2024-12-12 05:44:54.248179,impression,0.0,1.9859,Y,CR7245
SIMP2014283,Prospect_Camp ,Globex,FashionMag,banner,Tablet,2024-02-17 03:24:22.248179,impression,0.0,1.6699,Y,CR7373
SIMP2014284,AppInstall,Globex,TechForum,native,Tablet,2024-12-31 05:07:12.248179,click,31.12,1.3246,N,CR7945
SIMP2014285,Prospect_Camp,Adverto,FashionMag,banner,Desktop,2025-08-09 06:07:37.248179,click,13.96,0.6995,N,CR3523
SIMP2014286,NewLaunch,BlueSky,TechForum,interstitial,Mobile,2025-01-19 04:46:20.248179,impression,0.0,0.4763,Y,CR3518
SIMP2014287,Prospect_Camp,Acme Corp,FashionMag,video,Tablet,2024-10-09 19:16:45.248179,impression,0.0,1.054,N,CR3700
SIMP2014288,AppInstall,BlueSky,FashionMag,banner,Desktop,2024-01-22 23:02:44.248179,impression,0.0,0.7738,Y,CR3732
SIMP2014289,Summer_Sale,OmniAds,TechForum,interstitial,Desktop,2023-12-08 07:48:03.248179,click,24.36,1.1474,Y,CR5438
SIMP2014290,Video_Boost,Acme Corp,MovieHub,video,Tablet,2024-03-06 13:52:42.248179,impression,0.0,1.3009,Y,CR6678
SIMP2014291,AppInstall,OmniAds,MovieHub,video,Tablet,2024-01-08 03:58:40.248179,impression,0.0,1.1723,Y,CR2828
SIMP2014292,Video_Boost,Acme Corp,TechForum,video,Desktop,2024-02-24 22:19:55.248179,click,17.9,1.0345,N,CR6675
SIMP2014293,NewLaunch,Innotech,TechForum,interstitial,Desktop,2025-05-20 16:53:43.248179,click,31.08,0.7134,Y,CR7284
SIMP2014294,Retargeting,Innotech,FashionMag,banner,Mobile,2025-09-27 17:57:48.248179,impression,0.0,1.1254,N,CR7854
SIMP2014295,Retargeting,Adverto,CookingBlog,video,Desktop,2023-11-21 20:54:23.248179,impression,0.0,0.5282,N,CR2250
SIMP2014296,Prospect_Camp,Marketify,TechForum,richmedia,Mobile,2025-08-15 18:30:27.248179,impression,0.0,1.2883,N,CR7243
SIMP2014297,Summer_Sale,Innotech,NewsToday,richmedia,Desktop,2025-07-07 23:13:53.248179,impression,0.0,1.6137,Y,CR5425
SIMP2014298,BrandAwareness ,Adverto,NewsToday,banner,Desktop,2025-02-11 08:13:04.248179,impression,0.0,0.2651,Y,CR4444
SIMP2014299,NewLaunch,Globex,SportsDaily,richmedia,Tablet,2025-09-24 12:41:45.248179,impression,0.0,0.8302,Y,CR2757
SIMP2014300,Video_Boost,Marketify,NewsToday,video,Tablet,2024-10-29 09:18:07.248179,impression,0.0,1.154,N,CR5362
SIMP2014301,Holiday Promo,Acme Corp,MovieHub,interstitial,Tablet,2023-11-27 16:32:35.248179,impression,0.0,1.7952,Y,CR3777
SIMP2014302,Holiday Promo,Innotech,MovieHub,video,Mobile,2025-03-07 18:28:41.248179,impression,0.0,0.823,N,CR4972
SIMP2014303,Retargeting,Adverto,CookingBlog,native,Tablet,2025-10-07 07:20:48.248179,impression,0.0,0.9025,Y,CR2062
SIMP2014304,Holiday Promo,OmniAds,TechForum,banner,Tablet,2024-07-16 23:08:19.248179,impression,0.0,0.5909,N,CR5781
SIMP2014305,Retargeting,BlueSky,MovieHub,richmedia,Tablet,2025-10-28 11:01:02.248179,conversion,40.41,0.3032,Y,CR2360
SIMP2014306,Holiday Promo,Innotech,MovieHub,native,Desktop,2024-11-06 22:54:48.248179,impression,0.0,1.7857,N,CR8598
SIMP2014307,Retargeting,Globex,FashionMag,native,Tablet,2025-08-14 21:55:50.248179,impression,0.0,0.2925,N,CR6589
SIMP2014308,Prospect_Camp,OmniAds,NewsToday,interstitial,Tablet,2025-05-09 12:52:57.248179,click,7.24,0.1971,N,CR6467
SIMP2014309,Prospect_Camp,Globex,CookingBlog,native,Tablet,2024-11-25 16:03:59.248179,impression,0.0,0.851,N,CR5179
SIMP2014310,Prospect_Camp,Innotech,FashionMag,video,Desktop,2025-07-02 01:45:25.248179,impression,0.0,1.1865,Y,CR2426
SIMP2014311,Summer_Sale,Marketify,MovieHub,video,Tablet,2024-05-14 16:11:21.248179,impression,0.0,1.9059,N,CR4682
SIMP2014312,Summer_Sale,OmniAds,TechForum,interstitial,Mobile,2025-02-03 13:37:22.248179,impression,0.0,1.6407,Y,CR3410
SIMP2014313,NewLaunch,BlueSky,MovieHub,video,Desktop,2024-05-22 18:52:54.248179,impression,0.0,0.0257,Y,CR8231
SIMP2014314,Prospect_Camp,Innotech,FashionMag,interstitial,Tablet,2025-03-31 11:41:59.248179,click,44.65,1.8952,N,CR1420
SIMP2014315,Video_Boost,OmniAds,NewsToday,interstitial,Mobile,2025-03-21 19:55:08.248179,click,2.96,0.6747,N,CR2438
SIMP2014316,Video_Boost,OmniAds,CookingBlog,native,Tablet,2025-09-01 06:16:07.248179,impression,0.0,0.1676,Y,CR2314
SIMP2014317,NewLaunch,OmniAds,TechForum,video,Mobile,2025-09-07 07:55:16.248179,impression,0.0,0.4886,N,CR7673
SIMP2014318,NewLaunch,OmniAds,MovieHub,native,Tablet,2024-08-05 21:34:28.248179,impression,0.0,1.2452,N,CR7602
SIMP2014319,Holiday Promo,BlueSky,CookingBlog,native,Desktop,2025-04-04 08:04:24.248179,impression,0.0,0.5013,Y,CR2374
SIMP2014320,Summer_Sale,Acme Corp,SportsDaily,richmedia,Tablet,2025-02-22 03:02:03.248179,impression,0.0,1.6154,N,CR6741
SIMP2014321,Retargeting,Innotech,SportsDaily,richmedia,Mobile,2024-02-18 20:04:15.248179,impression,0.0,1.7431,N,CR7174
SIMP2014322,BrandAwareness,OmniAds,TechForum,interstitial,Tablet,2025-07-28 14:05:21.248179,impression,0.0,1.8315,N,CR1592
SIMP2014323,Retargeting,OmniAds,SportsDaily,banner,Desktop,2023-12-07 15:56:51.248179,impression,0.0,0.2868,N,CR3776
SIMP2014324,AppInstall,Acme Corp,FashionMag,banner,Mobile,2024-05-18 02:50:25.248179,impression,0.0,0.5041,Y,CR9015
SIMP2014325,NewLaunch ,Marketify,CookingBlog,richmedia,Desktop,2025-10-09 14:26:43.248179,impression,0.0,1.6623,N,CR6347
SIMP2014326,AppInstall,BlueSky,NewsToday,native,Desktop,2025-04-22 05:28:18.248179,impression,0.0,1.421,Y,CR6724
SIMP2014327,Retargeting,Acme Corp,CookingBlog,interstitial,Tablet,2024-10-03 16:37:31.248179,impression,0.0,1.9798,N,CR7992
SIMP2014328,AppInstall,Adverto,SportsDaily,richmedia,Desktop,2025-09-06 11:03:41.248179,click,37.08,0.7631,N,CR4196
SIMP2014329,Video_Boost,Acme Corp,CookingBlog,interstitial,Tablet,2025-08-31 08:33:21.248179,impression,0.0,1.3069,N,CR3119
SIMP2014330,NewLaunch,Globex,CookingBlog,video,Desktop,2024-07-31 19:42:09.248179,click,34.39,0.9144,N,CR2368
SIMP2014331,Retargeting ,Innotech,CookingBlog,banner,Mobile,2025-02-06 08:46:16.248179,impression,0.0,0.2352,N,CR8635
SIMP2014332,Summer_Sale,BlueSky,MovieHub,richmedia,Mobile,2024-07-26 00:14:58.248179,click,23.32,0.5043,N,CR2005
SIMP2014333,Video_Boost,Globex,FashionMag,video,Tablet,2024-09-22 06:06:37.248179,impression,0.0,0.6944,N,CR9868
SIMP2014334,Video_Boost,Globex,FashionMag,interstitial,Desktop,2025-06-13 13:17:12.248179,impression,0.0,0.1464,N,CR7599
SIMP2014335,NewLaunch ,Acme Corp,FashionMag,native,Desktop,2024-12-28 14:30:03.248179,impression,0.0,1.6826,N,CR7267
SIMP2014336,AppInstall,OmniAds,SportsDaily,video,Tablet,2025-02-01 02:18:51.248179,impression,0.0,1.9389,N,CR6702
SIMP2014337,Retargeting,Marketify,TechForum,banner,Desktop,2025-02-08 02:20:19.248179,click,43.99,1.5123,N,CR4501
SIMP2014338,Holiday Promo,Adverto,FashionMag,banner,Mobile,2024-07-26 11:53:31.248179,impression,0.0,0.9294,N,CR2247
SIMP2014339,AppInstall,Globex,MovieHub,video,Desktop,2024-12-07 06:27:30.248179,impression,0.0,0.7053,Y,CR9018
SIMP2014340,Holiday Promo,Adverto,SportsDaily,video,Desktop,2023-11-25 20:37:31.248179,impression,0.0,1.7769,N,CR5965
SIMP2014341,Video_Boost,OmniAds,SportsDaily,richmedia,Mobile,2024-01-04 12:26:49.248179,impression,0.0,0.3347,N,CR9050
SIMP2014342,Prospect_Camp,BlueSky,MovieHub,video,Tablet,2025-01-19 16:28:20.248179,impression,0.0,1.5367,N,CR2296
SIMP2014343,BrandAwareness,Globex,FashionMag,interstitial,Tablet,2025-01-14 15:14:36.248179,click,10.07,1.0893,N,CR8289
SIMP2014344,AppInstall,Adverto,TechForum,richmedia,Mobile,2025-07-30 07:34:25.248179,impression,0.0,1.7131,N,CR9816
SIMP2014345,Holiday Promo,OmniAds,FashionMag,banner,Mobile,2025-07-30 20:19:49.248179,impression,0.0,0.8222,N,CR1607
SIMP2014346,AppInstall,Acme Corp,MovieHub,banner,Desktop,2024-03-13 21:07:53.248179,impression,0.0,1.4002,Y,CR7535
SIMP2014347,BrandAwareness,Acme Corp,SportsDaily,native,Desktop,2025-03-23 03:50:29.248179,impression,0.0,0.0934,Y,CR8374
SIMP2014348,Retargeting,BlueSky,TechForum,interstitial,Desktop,2023-12-05 07:46:42.248179,impression,0.0,1.8129,Y,CR2445
SIMP2014349,BrandAwareness,Marketify,FashionMag,video,Tablet,2025-02-19 13:43:25.248179,impression,0.0,1.0283,Y,CR4991
SIMP2014350,Retargeting,Marketify,SportsDaily,native,Desktop,2024-10-15 14:25:08.248179,impression,0.0,0.9852,N,CR6919
SIMP2014351,NewLaunch,Marketify,FashionMag,banner,Mobile,2024-01-24 22:51:27.248179,impression,0.0,1.6274,N,CR7282
SIMP2014352,Retargeting,Adverto,TechForum,banner,Desktop,2025-04-25 09:17:23.248179,impression,0.0,1.0521,N,CR4297
SIMP2014353,NewLaunch,Marketify,CookingBlog,richmedia,Mobile,2024-08-28 17:02:02.248179,impression,0.0,1.516,Y,CR9906
SIMP2014354,Holiday Promo,Innotech,MovieHub,richmedia,Mobile,2024-03-15 10:12:51.248179,impression,0.0,1.2353,Y,CR9253
SIMP2014355,Prospect_Camp,Marketify,MovieHub,banner,Desktop,2024-07-04 17:19:55.248179,impression,0.0,0.0699,Y,CR9960
SIMP2014356,AppInstall,Globex,NewsToday,richmedia,Tablet,2025-03-13 03:14:46.248179,impression,0.0,0.499,N,CR9261
SIMP2014357,Retargeting,Globex,TechForum,video,Tablet,2024-10-23 23:50:31.248179,impression,0.0,1.71,N,CR1261
SIMP2014358,Retargeting,Acme Corp,FashionMag,banner,Tablet,2025-04-22 21:42:38.248179,impression,0.0,1.1952,N,CR7230
SIMP2014359,Holiday Promo,BlueSky,TechForum,video,Tablet,2024-02-24 13:31:33.248179,click,12.81,1.5326,N,CR4825
SIMP2014360,Prospect_Camp,Acme Corp,SportsDaily,native,Mobile,2024-10-30 13:20:24.248179,impression,0.0,0.4223,Y,CR2893
SIMP2014361,AppInstall,OmniAds,NewsToday,video,Desktop,2025-03-21 17:11:57.248179,click,16.63,0.1762,Y,CR9771
SIMP2014362,AppInstall,Marketify,FashionMag,video,Mobile,2025-07-14 19:04:04.248179,click,17.22,1.8375,Y,CR4719
SIMP2014363,NewLaunch,Globex,MovieHub,richmedia,Desktop,2024-04-19 22:17:44.248179,click,34.25,0.0598,N,CR2343
SIMP2014364,Retargeting,Marketify,MovieHub,banner,Desktop,2024-12-02 09:49:49.248179,impression,0.0,1.3112,N,CR1452
SIMP2014365,Video_Boost,BlueSky,TechForum,video,Desktop,2024-11-03 12:11:46.248179,impression,0.0,0.5367,Y,CR5365
SIMP2014366,Retargeting,Marketify,SportsDaily,interstitial,Desktop,2025-03-05 11:11:54.248179,impression,0.0,1.1252,Y,CR4471
SIMP2014367,Prospect_Camp,BlueSky,CookingBlog,video,Desktop,2024-10-29 17:49:08.248179,conversion,32.04,0.1974,N,CR9525
SIMP2014368,Retargeting,Adverto,MovieHub,video,Tablet,2025-07-12 23:52:12.248179,click,11.97,0.8232,N,CR5037
SIMP2014369,AppInstall,Globex,SportsDaily,interstitial,Mobile,2025-10-11 18:25:35.248179,impression,0.0,1.1779,N,CR8465
SIMP2014370,Video_Boost ,OmniAds,NewsToday,native,Mobile,2025-03-23 23:35:25.248179,impression,0.0,0.2197,Y,CR1068
SIMP2014371,Retargeting,Adverto,TechForum,interstitial,Mobile,2025-02-15 20:03:12.248179,impression,0.0,1.2719,N,CR1897
SIMP2014372,Retargeting,Globex,SportsDaily,native,Mobile,2025-02-04 02:35:19.248179,impression,0.0,0.9233,N,CR7100
SIMP2014373,Video_Boost,OmniAds,NewsToday,native,Tablet,2025-01-13 06:44:36.248179,impression,0.0,1.7716,Y,CR4463
SIMP2014374,Video_Boost,Innotech,CookingBlog,richmedia,Mobile,2024-11-10 02:49:37.248179,click,47.12,1.8188,N,CR6333
SIMP2014375,Retargeting,BlueSky,CookingBlog,native,Mobile,2024-03-16 11:38:37.248179,click,20.28,1.5682,N,CR4004
SIMP2014376,Prospect_Camp ,OmniAds,NewsToday,video,Desktop,2025-01-23 18:26:47.248179,impression,0.0,0.0706,N,CR3943
SIMP2014377,Video_Boost,Adverto,NewsToday,video,Tablet,2024-09-13 09:00:04.248179,impression,0.0,0.129,N,CR1413
SIMP2014378,Retargeting,OmniAds,SportsDaily,native,Mobile,2025-04-25 13:29:56.248179,impression,0.0,1.4072,N,CR7875
SIMP2014379,Prospect_Camp,Globex,TechForum,richmedia,Mobile,2025-09-03 09:53:02.248179,impression,0.0,1.8182,N,CR5957
SIMP2014380,AppInstall,Adverto,CookingBlog,interstitial,Mobile,2024-05-01 15:47:38.248179,click,38.65,1.7905,N,CR9933
SIMP2014381,AppInstall,OmniAds,MovieHub,video,Desktop,2024-12-31 23:33:55.248179,impression,0.0,1.326,Y,CR1286
SIMP2014382,AppInstall,Acme Corp,FashionMag,interstitial,Tablet,2024-08-11 17:31:31.248179,impression,0.0,1.6845,N,CR7914
SIMP2014383,Holiday Promo ,Innotech,MovieHub,native,Tablet,2025-05-07 13:48:51.248179,impression,0.0,0.5914,N,CR1281
SIMP2014384,Retargeting,Acme Corp,MovieHub,native,Desktop,2025-02-23 21:13:18.248179,impression,0.0,0.8251,N,CR4033
SIMP2014385,Prospect_Camp ,Innotech,CookingBlog,richmedia,Desktop,2024-11-22 23:36:53.248179,impression,0.0,1.4498,N,CR7281
SIMP2014386,AppInstall,Globex,FashionMag,native,Mobile,2025-06-26 22:06:42.248179,impression,0.0,0.0443,Y,CR1217
SIMP2014387,AppInstall,Globex,NewsToday,banner,Tablet,2024-02-08 04:05:26.248179,impression,0.0,0.18,Y,CR7587
SIMP2014388,Video_Boost ,Innotech,SportsDaily,video,Tablet,2025-01-14 14:35:42.248179,impression,0.0,1.3981,N,CR7549
SIMP2014389,Video_Boost,Innotech,TechForum,banner,Tablet,2025-09-27 01:30:15.248179,impression,0.0,1.363,Y,CR6576
SIMP2014390,BrandAwareness,Adverto,MovieHub,native,Mobile,2025-05-16 14:07:33.248179,impression,0.0,0.4909,N,CR1831
SIMP2014391,Summer_Sale,Globex,FashionMag,video,Mobile,2025-05-03 16:31:47.248179,impression,0.0,1.1792,Y,CR9040
SIMP2014392,AppInstall,Marketify,FashionMag,banner,Desktop,2025-04-02 07:17:45.248179,impression,0.0,1.7401,Y,CR5348
SIMP2014393,Video_Boost,Innotech,SportsDaily,richmedia,Mobile,2023-12-06 01:59:30.248179,impression,0.0,1.8571,Y,CR2760
SIMP2014394,NewLaunch,Marketify,CookingBlog,native,Desktop,2023-11-26 01:26:15.248179,impression,0.0,1.8536,N,CR1353
SIMP2014395,Holiday Promo,Globex,SportsDaily,interstitial,Mobile,2024-01-30 22:57:53.248179,click,20.44,0.5341,Y,CR5519
SIMP2014396,AppInstall,Acme Corp,NewsToday,banner,Desktop,2025-02-02 17:53:54.248179,impression,0.0,1.4661,Y,CR7153
SIMP2014397,AppInstall,Globex,TechForum,interstitial,Tablet,2024-05-12 04:08:18.248179,impression,0.0,0.4375,Y,CR3868
SIMP2014398,Prospect_Camp,Innotech,CookingBlog,native,Mobile,2025-08-20 12:04:59.248179,click,18.62,1.9019,Y,CR1492
SIMP2014399,Prospect_Camp,Acme Corp,FashionMag,video,Mobile,2025-01-28 21:26:34.248179,impression,0.0,1.5965,N,CR7141
SIMP2014400,Holiday Promo,BlueSky,FashionMag,richmedia,Tablet,2025-03-11 10:34:06.248179,click,0.92,0.6886,N,CR7652
SIMP2014401,Summer_Sale,Globex,FashionMag,interstitial,Tablet,2025-10-24 04:59:47.248179,impression,0.0,0.8505,N,CR2084
SIMP2014402,Holiday Promo ,Acme Corp,CookingBlog,richmedia,Tablet,2025-09-25 18:24:51.248179,impression,0.0,0.8784,Y,CR9279
SIMP2014403,Video_Boost,BlueSky,MovieHub,interstitial,Tablet,2023-12-09 12:36:31.248179,impression,0.0,0.7838,Y,CR4715
SIMP2014404,Summer_Sale,Acme Corp,TechForum,banner,Tablet,2024-07-08 23:08:08.248179,impression,0.0,1.3742,Y,CR7524
SIMP2014405,Prospect_Camp,BlueSky,CookingBlog,video,Mobile,2024-11-09 04:02:37.248179,conversion,35.97,0.2642,Y,CR9705
SIMP2014406,BrandAwareness,Adverto,TechForum,native,Mobile,2025-10-16 07:48:42.248179,impression,0.0,0.5047,N,CR8124
SIMP2014407,NewLaunch ,BlueSky,SportsDaily,video,Tablet,2025-10-25 01:49:54.248179,impression,0.0,0.2727,Y,CR4892
SIMP2014408,Retargeting,Acme Corp,MovieHub,banner,Desktop,2024-12-31 10:53:16.248179,impression,0.0,0.8251,N,CR5989
SIMP2014409,Summer_Sale,Acme Corp,CookingBlog,video,Mobile,2025-08-06 09:34:03.248179,impression,0.0,1.7655,Y,CR6537
